Company_Symbol,Year,Total_Board_Meetings_Per_Year,Company_Overall_Attendance,Total_Should_Attend,Company_Overall_Attendance_Percentage
PLANB,2023,7,52,56,92.86
PLANB,2024,6,41,41,100.0
PLANB,2025,9,66,66,100.0
PLANB,2026,N/A,N/A,N/A,N/A
PLANET,2021,N/A,N/A,N/A,N/A
PLANET,2022,9,70,70,100.0
PLANET,2023,7,54,54,100.0
PLANET,2024,7,56,56,100.0
PLANET,2025,7,85,87,97.7
PLANET,2026,N/A,N/A,N/A,N/A
PLAT,2021,N/A,N/A,N/A,N/A
PLAT,2022,4,36,36,100.0
PLAT,2023,4,32,33,96.97
PLAT,2024,5,40,40,100.0
PLAT,2025,4,30,32,93.75
PLAT,2026,N/A,N/A,N/A,N/A
PLE,2021,N/A,N/A,N/A,N/A
PLE,2022,11,75,77,97.4
PLE,2023,12,89,90,98.89
PLE,2024,9,76,81,93.83
PLE,2025,N/A,N/A,N/A,N/A
PLE,2026,N/A,N/A,N/A,N/A
PLT,2021,N/A,N/A,N/A,N/A
PLT,2022,N/A,N/A,N/A,N/A
PLT,2023,9,70,72,97.22
PLT,2024,7,54,55,98.18
PLT,2025,7,55,56,98.21
PLT,2026,N/A,N/A,N/A,N/A
PLUS,2021,N/A,N/A,N/A,N/A
PLUS,2022,7,63,63,100.0
PLUS,2023,6,58,58,100.0
PLUS,2024,6,60,60,100.0
PLUS,2025,6,57,57,100.0
PLUS,2026,N/A,N/A,N/A,N/A
PL,2021,N/A,N/A,N/A,N/A
PL,2022,6,67,72,93.06
PL,2023,7,68,77,88.31
PL,2024,9,104,107,97.2
PL,2025,9,106,108,98.15
PL,2026,N/A,N/A,N/A,N/A
PMTA,2021,N/A,N/A,N/A,N/A
PMTA,2022,5,39,40,97.5
PMTA,2023,5,40,40,100.0
PMTA,2024,5,37,40,92.5
PMTA,2025,6,48,48,100.0
PMTA,2026,N/A,N/A,N/A,N/A
PM,2021,N/A,N/A,N/A,N/A
PM,2022,5,50,50,100.0
PM,2023,4,39,40,97.5
PM,2024,4,39,40,97.5
PM,2025,4,38,40,95.0
PM,2026,N/A,N/A,N/A,N/A
POLY,2021,N/A,N/A,N/A,N/A
POLY,2022,8,56,56,100.0
POLY,2023,5,35,35,100.0
POLY,2024,6,42,42,100.0
POLY,2025,5,35,35,100.0
POLY,2026,N/A,N/A,N/A,N/A
PORT,2021,N/A,N/A,N/A,N/A
PORT,2022,5,43,45,95.56
PORT,2023,6,51,54,94.44
PORT,2024,6,51,54,94.44
PORT,2025,6,51,54,94.44
PORT,2026,N/A,N/A,N/A,N/A
PPM,2021,N/A,N/A,N/A,N/A
PPM,2022,4,35,36,97.22
PPM,2023,4,35,35,100.0
PPM,2024,4,38,39,97.44
PPM,2025,N/A,N/A,N/A,N/A
PPM,2026,N/A,N/A,N/A,N/A
PPPM,2021,N/A,N/A,N/A,N/A
PPPM,2022,N/A,N/A,N/A,N/A
PPPM,2023,13,101,111,90.99
PPPM,2024,11,83,98,84.69
PPPM,2025,5,40,41,97.56
PPPM,2026,N/A,N/A,N/A,N/A
PPP,2021,N/A,N/A,N/A,N/A
PPP,2022,6,51,51,100.0
PPP,2023,4,35,35,100.0
PPP,2024,4,35,35,100.0
PPP,2025,4,36,36,100.0
PPP,2026,N/A,N/A,N/A,N/A
PPS,2021,N/A,N/A,N/A,N/A
PPS,2022,5,39,39,100.0
PPS,2023,5,38,38,100.0
PPS,2024,5,40,40,100.0
PPS,2025,4,29,30,96.67
PPS,2026,N/A,N/A,N/A,N/A
PQS,2021,N/A,N/A,N/A,N/A
PQS,2022,12,92,92,100.0
PQS,2023,12,103,103,100.0
PQS,2024,10,83,84,98.81
PQS,2025,9,72,72,100.0
PQS,2026,N/A,N/A,N/A,N/A
PR9,2021,N/A,N/A,N/A,N/A
PR9,2022,7,62,64,96.88
PR9,2023,6,52,54,96.3
PR9,2024,6,57,58,98.28
PR9,2025,6,56,58,96.55
PR9,2026,N/A,N/A,N/A,N/A
PRAKIT,2021,N/A,N/A,N/A,N/A
PRAKIT,2022,12,73,80,91.25
PRAKIT,2023,9,57,57,100.0
PRAKIT,2024,8,52,56,92.86
PRAKIT,2025,10,62,62,100.0
PRAKIT,2026,N/A,N/A,N/A,N/A
PRAPAT,2021,N/A,N/A,N/A,N/A
PRAPAT,2022,4,39,44,88.64
PRAPAT,2023,5,55,60,91.67
PRAPAT,2024,5,53,55,96.36
PRAPAT,2025,6,62,66,93.94
PRAPAT,2026,N/A,N/A,N/A,N/A
PREB,2021,N/A,N/A,N/A,N/A
PREB,2022,10,88,90,97.78
PREB,2023,11,91,99,91.92
PREB,2024,9,78,81,96.3
PREB,2025,N/A,N/A,N/A,N/A
PREB,2026,N/A,N/A,N/A,N/A
PRECHA,2021,N/A,N/A,N/A,N/A
PRECHA,2022,N/A,N/A,N/A,N/A
PRECHA,2023,6,37,42,88.1
PRECHA,2024,5,31,35,88.57
PRECHA,2025,10,62,69,89.86
PRECHA,2026,N/A,N/A,N/A,N/A
PRG,2021,N/A,N/A,N/A,N/A
PRG,2022,12,108,108,100.0
PRG,2023,12,107,108,99.07
PRG,2024,14,144,146,98.63
PRG,2025,12,139,140,99.29
PRG,2026,N/A,N/A,N/A,N/A
PRIME,2021,N/A,N/A,N/A,N/A
PRIME,2022,13,81,90,90.0
PRIME,2023,12,81,84,96.43
PRIME,2024,12,76,76,100.0
PRIME,2025,12,72,72,100.0
PRIME,2026,N/A,N/A,N/A,N/A
PRINC,2021,N/A,N/A,N/A,N/A
PRINC,2022,7,72,77,93.51
PRINC,2023,8,85,128,66.41
PRINC,2024,9,97,98,98.98
PRINC,2025,9,99,104,95.19
PRINC,2026,N/A,N/A,N/A,N/A
PRIN,2021,N/A,N/A,N/A,N/A
PRIN,2022,5,36,50,72.0
PRIN,2023,4,31,32,96.88
PRIN,2024,5,38,40,95.0
PRIN,2025,N/A,N/A,N/A,N/A
PRIN,2026,N/A,N/A,N/A,N/A
PRI,2021,N/A,N/A,N/A,N/A
PRI,2022,8,49,49,100.0
PRI,2023,9,54,90,60.0
PRI,2024,5,31,31,100.0
PRI,2025,5,24,32,75.0
PRI,2026,N/A,N/A,N/A,N/A
PRM,2021,N/A,N/A,N/A,N/A
PRM,2022,16,128,128,100.0
PRM,2023,12,96,96,100.0
PRM,2024,13,104,104,100.0
PRM,2025,12,96,96,100.0
PRM,2026,N/A,N/A,N/A,N/A
PROEN,2021,N/A,N/A,N/A,N/A
PROEN,2022,7,56,56,100.0
PROEN,2023,7,56,56,100.0
PROEN,2024,10,75,100,75.0
PROEN,2025,N/A,N/A,N/A,N/A
PROEN,2026,N/A,N/A,N/A,N/A
PROS,2021,N/A,N/A,N/A,N/A
PROS,2022,4,32,32,100.0
PROS,2023,7,56,56,100.0
PROS,2024,4,32,32,100.0
PROS,2025,N/A,N/A,N/A,N/A
PROS,2026,N/A,N/A,N/A,N/A
PROUD,2021,N/A,N/A,N/A,N/A
PROUD,2022,5,35,40,87.5
PROUD,2023,7,55,59,93.22
PROUD,2024,7,55,56,98.21
PROUD,2025,8,72,76,94.74
PROUD,2026,N/A,N/A,N/A,N/A
PRTR,2021,N/A,N/A,N/A,N/A
PRTR,2022,8,71,72,98.61
PRTR,2023,6,56,57,98.25
PRTR,2024,5,48,48,100.0
PRTR,2025,5,45,45,100.0
PRTR,2026,N/A,N/A,N/A,N/A
PSGC,2021,N/A,N/A,N/A,N/A
PSGC,2022,6,59,60,98.33
PSGC,2023,4,40,40,100.0
PSGC,2024,4,40,40,100.0
PSGC,2025,4,39,40,97.5
PSGC,2026,N/A,N/A,N/A,N/A
PSH,2021,N/A,N/A,N/A,N/A
PSH,2022,10,106,107,99.07
PSH,2023,13,138,143,96.5
PSH,2024,13,153,153,100.0
PSH,2025,13,141,143,98.6
PSH,2026,N/A,N/A,N/A,N/A
PSL,2021,N/A,N/A,N/A,N/A
PSL,2022,7,78,79,98.73
PSL,2023,6,68,70,97.14
PSL,2024,5,58,60,96.67
PSL,2025,5,59,60,98.33
PSL,2026,N/A,N/A,N/A,N/A
PSP,2021,N/A,N/A,N/A,N/A
PSP,2022,N/A,N/A,N/A,N/A
PSP,2023,11,84,98,85.71
PSP,2024,8,56,58,96.55
PSP,2025,10,70,70,100.0
PSP,2026,N/A,N/A,N/A,N/A
PSTC,2021,N/A,N/A,N/A,N/A
PSTC,2022,9,79,108,73.15
PSTC,2023,12,108,108,100.0
PSTC,2024,10,89,89,100.0
PSTC,2025,8,71,72,98.61
PSTC,2026,N/A,N/A,N/A,N/A
PTC,2021,N/A,N/A,N/A,N/A
PTC,2022,5,35,35,100.0
PTC,2023,5,34,35,97.14
PTC,2024,5,35,35,100.0
PTC,2025,5,35,35,100.0
PTC,2026,N/A,N/A,N/A,N/A
PTG,2021,N/A,N/A,N/A,N/A
PTG,2022,8,79,80,98.75
PTG,2023,11,111,121,91.74
PTG,2024,9,89,90,98.89
PTG,2025,11,110,110,100.0
PTG,2026,N/A,N/A,N/A,N/A
PTL,2021,N/A,N/A,N/A,N/A
PTL,2022,N/A,N/A,N/A,N/A
PTL,2023,6,33,42,78.57
PTL,2024,5,34,40,85.0
PTL,2025,N/A,N/A,N/A,N/A
PTL,2026,N/A,N/A,N/A,N/A
PTTEP,2021,N/A,N/A,N/A,N/A
PTTEP,2022,18,257,265,96.98
PTTEP,2023,21,284,294,96.6
PTTEP,2024,20,285,289,98.62
PTTEP,2025,4,286,292,97.95
PTTEP,2026,N/A,N/A,N/A,N/A
PTTGC,2021,N/A,N/A,N/A,N/A
PTTGC,2022,15,206,207,99.52
PTTGC,2023,16,222,224,99.11
PTTGC,2024,17,245,248,98.79
PTTGC,2025,16,237,237,100.0
PTTGC,2026,N/A,N/A,N/A,N/A
PTT,2021,N/A,N/A,N/A,N/A
PTT,2022,21,303,308,98.38
PTT,2023,23,295,307,96.09
PTT,2024,24,335,353,94.9
PTT,2025,4,239,246,97.15
PTT,2026,N/A,N/A,N/A,N/A
PT,2021,N/A,N/A,N/A,N/A
PT,2022,4,32,32,100.0
PT,2023,4,32,32,100.0
PT,2024,4,32,32,100.0
PT,2025,4,32,32,100.0
PT,2026,N/A,N/A,N/A,N/A
PYLON,2021,N/A,N/A,N/A,N/A
PYLON,2022,6,52,54,96.3
PYLON,2023,6,51,51,100.0
PYLON,2024,6,51,53,96.23
PYLON,2025,6,54,54,100.0
PYLON,2026,N/A,N/A,N/A,N/A
Q-CON,2021,N/A,N/A,N/A,N/A
Q-CON,2022,6,54,54,100.0
Q-CON,2023,6,51,52,98.08
Q-CON,2024,6,54,54,100.0
Q-CON,2025,5,45,45,100.0
Q-CON,2026,N/A,N/A,N/A,N/A
QDC,2021,N/A,N/A,N/A,N/A
QDC,2022,N/A,N/A,N/A,N/A
QDC,2023,12,65,65,100.0
QDC,2024,12,69,69,100.0
QDC,2025,N/A,N/A,N/A,N/A
QDC,2026,N/A,N/A,N/A,N/A
QH,2021,N/A,N/A,N/A,N/A
QH,2022,8,87,88,98.86
QH,2023,9,97,97,100.0
QH,2024,8,88,88,100.0
QH,2025,N/A,N/A,N/A,N/A
QH,2026,N/A,N/A,N/A,N/A
QLT,2021,N/A,N/A,N/A,N/A
QLT,2022,N/A,N/A,N/A,N/A
QLT,2023,11,77,154,50.0
QLT,2024,7,79,83,95.18
QLT,2025,12,143,158,90.51
QLT,2026,N/A,N/A,N/A,N/A
QTC,2021,N/A,N/A,N/A,N/A
QTC,2022,7,74,74,100.0
QTC,2023,7,63,66,95.45
QTC,2024,8,77,78,98.72
QTC,2025,7,69,70,98.57
QTC,2026,N/A,N/A,N/A,N/A
RABBIT,2021,N/A,N/A,N/A,N/A
RABBIT,2022,7,55,56,98.21
RABBIT,2023,6,45,48,93.75
RABBIT,2024,9,70,72,97.22
RABBIT,2025,9,76,78,97.44
RABBIT,2026,N/A,N/A,N/A,N/A
RAM,2021,N/A,N/A,N/A,N/A
RAM,2022,N/A,N/A,N/A,N/A
RAM,2023,22,304,374,81.28
RAM,2024,13,164,191,85.86
RAM,2025,11,161,165,97.58
RAM,2026,N/A,N/A,N/A,N/A
RATCH,2021,N/A,N/A,N/A,N/A
RATCH,2022,14,167,167,100.0
RATCH,2023,13,152,152,100.0
RATCH,2024,14,155,156,99.36
RATCH,2025,14,180,182,98.9
RATCH,2026,N/A,N/A,N/A,N/A
RBF,2021,N/A,N/A,N/A,N/A
RBF,2022,6,72,72,100.0
RBF,2023,5,57,60,95.0
RBF,2024,5,60,60,100.0
RBF,2025,6,70,72,97.22
RBF,2026,N/A,N/A,N/A,N/A
RCL,2021,N/A,N/A,N/A,N/A
RCL,2022,9,81,81,100.0
RCL,2023,8,72,72,100.0
RCL,2024,9,88,88,100.0
RCL,2025,7,70,70,100.0
RCL,2026,N/A,N/A,N/A,N/A
READY,2021,N/A,N/A,N/A,N/A
READY,2022,4,33,36,91.67
READY,2023,4,35,36,97.22
READY,2024,4,36,36,100.0
READY,2025,5,43,45,95.56
READY,2026,N/A,N/A,N/A,N/A
RICHY,2021,N/A,N/A,N/A,N/A
RICHY,2022,4,44,44,100.0
RICHY,2023,5,50,52,96.15
RICHY,2024,5,43,44,97.73
RICHY,2025,5,44,45,97.78
RICHY,2026,N/A,N/A,N/A,N/A
RML,2021,N/A,N/A,N/A,N/A
RML,2022,N/A,N/A,N/A,N/A
RML,2023,7,35,40,87.5
RML,2024,14,83,103,80.58
RML,2025,11,76,95,80.0
RML,2026,N/A,N/A,N/A,N/A
ROCK,2021,N/A,N/A,N/A,N/A
ROCK,2022,7,42,49,85.71
ROCK,2023,8,46,48,95.83
ROCK,2024,11,65,70,92.86
ROCK,2025,N/A,N/A,N/A,N/A
ROCK,2026,N/A,N/A,N/A,N/A
RWI,2021,N/A,N/A,N/A,N/A
RWI,2022,5,43,44,97.73
RWI,2023,5,41,45,91.11
RWI,2024,5,42,42,100.0
RWI,2025,3,45,45,100.0
RWI,2026,N/A,N/A,N/A,N/A
S&J,2021,N/A,N/A,N/A,N/A
S&J,2022,9,74,86,86.05
S&J,2023,9,81,89,91.01
S&J,2024,9,78,89,87.64
S&J,2025,10,91,98,92.86
S&J,2026,N/A,N/A,N/A,N/A
S11,2021,N/A,N/A,N/A,N/A
S11,2022,N/A,N/A,N/A,N/A
S11,2023,4,36,36,100.0
S11,2024,5,43,50,86.0
S11,2025,4,32,33,96.97
S11,2026,N/A,N/A,N/A,N/A
SAAM,2021,N/A,N/A,N/A,N/A
SAAM,2022,N/A,N/A,N/A,N/A
SAAM,2023,4,28,28,100.0
SAAM,2024,7,49,49,100.0
SAAM,2025,7,52,52,100.0
SAAM,2026,N/A,N/A,N/A,N/A
SAFE,2021,N/A,N/A,N/A,N/A
SAFE,2022,N/A,N/A,N/A,N/A
SAFE,2023,7,56,56,100.0
SAFE,2024,4,32,32,100.0
SAFE,2025,4,28,28,100.0
SAFE,2026,N/A,N/A,N/A,N/A
SAF,2021,N/A,N/A,N/A,N/A
SAF,2022,N/A,N/A,N/A,N/A
SAF,2023,N/A,N/A,N/A,N/A
SAF,2024,N/A,N/A,N/A,N/A
SAF,2025,N/A,N/A,N/A,N/A
SAF,2026,N/A,N/A,N/A,N/A
SAK,2021,N/A,N/A,N/A,N/A
SAK,2022,8,88,88,100.0
SAK,2023,9,106,106,100.0
SAK,2024,9,115,117,98.29
SAK,2025,8,103,104,99.04
SAK,2026,N/A,N/A,N/A,N/A
SALEE,2021,N/A,N/A,N/A,N/A
SALEE,2022,4,34,35,97.14
SALEE,2023,4,35,36,97.22
SALEE,2024,4,36,36,100.0
SALEE,2025,N/A,N/A,N/A,N/A
SALEE,2026,N/A,N/A,N/A,N/A
SAMART,2021,N/A,N/A,N/A,N/A
SAMART,2022,5,46,50,92.0
SAMART,2023,6,59,60,98.33
SAMART,2024,5,50,50,100.0
SAMART,2025,6,60,60,100.0
SAMART,2026,N/A,N/A,N/A,N/A
SAMCO,2021,N/A,N/A,N/A,N/A
SAMCO,2022,9,73,81,90.12
SAMCO,2023,6,53,54,98.15
SAMCO,2024,7,61,63,96.83
SAMCO,2025,6,53,54,98.15
SAMCO,2026,N/A,N/A,N/A,N/A
SAMTEL,2021,N/A,N/A,N/A,N/A
SAMTEL,2022,5,45,45,100.0
SAMTEL,2023,5,44,45,97.78
SAMTEL,2024,6,53,54,98.15
SAMTEL,2025,5,45,45,100.0
SAMTEL,2026,N/A,N/A,N/A,N/A
SAM,2021,N/A,N/A,N/A,N/A
SAM,2022,N/A,N/A,N/A,N/A
SAM,2023,N/A,N/A,N/A,N/A
SAM,2024,N/A,N/A,N/A,N/A
SAM,2025,N/A,N/A,N/A,N/A
SAM,2026,N/A,N/A,N/A,N/A
SANKO,2021,N/A,N/A,N/A,N/A
SANKO,2022,4,35,35,100.0
SANKO,2023,4,36,36,100.0
SANKO,2024,4,33,36,91.67
SANKO,2025,4,35,35,100.0
SANKO,2026,N/A,N/A,N/A,N/A
SAPPE,2021,N/A,N/A,N/A,N/A
SAPPE,2022,8,75,77,97.4
SAPPE,2023,8,69,72,95.83
SAPPE,2024,10,86,90,95.56
SAPPE,2025,8,74,77,96.1
SAPPE,2026,N/A,N/A,N/A,N/A
SAT,2021,N/A,N/A,N/A,N/A
SAT,2022,11,99,99,100.0
SAT,2023,12,110,112,98.21
SAT,2024,10,100,100,100.0
SAT,2025,10,100,100,100.0
SAT,2026,N/A,N/A,N/A,N/A
SAUCE,2021,N/A,N/A,N/A,N/A
SAUCE,2022,5,40,45,88.89
SAUCE,2023,5,43,45,95.56
SAUCE,2024,5,42,45,93.33
SAUCE,2025,N/A,N/A,N/A,N/A
SAUCE,2026,N/A,N/A,N/A,N/A
SAV,2021,N/A,N/A,N/A,N/A
SAV,2022,N/A,N/A,N/A,N/A
SAV,2023,8,72,72,100.0
SAV,2024,5,45,45,100.0
SAV,2025,5,44,45,97.78
SAV,2026,N/A,N/A,N/A,N/A
SAWAD,2021,N/A,N/A,N/A,N/A
SAWAD,2022,13,156,169,92.31
SAWAD,2023,13,95,104,91.35
SAWAD,2024,10,125,129,96.9
SAWAD,2025,11,127,132,96.21
SAWAD,2026,N/A,N/A,N/A,N/A
SAWANG,2021,N/A,N/A,N/A,N/A
SAWANG,2022,6,42,42,100.0
SAWANG,2023,8,56,56,100.0
SAWANG,2024,7,49,49,100.0
SAWANG,2025,N/A,N/A,N/A,N/A
SAWANG,2026,N/A,N/A,N/A,N/A
SA,2021,N/A,N/A,N/A,N/A
SA,2022,5,45,45,100.0
SA,2023,7,65,77,84.42
SA,2024,8,75,76,98.68
SA,2025,4,40,40,100.0
SA,2026,N/A,N/A,N/A,N/A
SCAP,2021,N/A,N/A,N/A,N/A
SCAP,2022,11,87,88,98.86
SCAP,2023,9,71,71,100.0
SCAP,2024,6,46,46,100.0
SCAP,2025,6,42,42,100.0
SCAP,2026,N/A,N/A,N/A,N/A
SCB,2021,N/A,N/A,N/A,N/A
SCB,2022,16,274,277,98.92
SCB,2023,16,253,256,98.83
SCB,2024,23,321,340,94.41
SCB,2025,16,244,250,97.6
SCB,2026,N/A,N/A,N/A,N/A
SCCC,2021,N/A,N/A,N/A,N/A
SCCC,2022,8,91,92,98.91
SCCC,2023,7,81,84,96.43
SCCC,2024,8,88,88,100.0
SCCC,2025,6,71,71,100.0
SCCC,2026,N/A,N/A,N/A,N/A
SCC,2021,N/A,N/A,N/A,N/A
SCC,2022,8,116,116,100.0
SCC,2023,9,130,135,96.3
SCC,2024,8,117,120,97.5
SCC,2025,8,120,120,100.0
SCC,2026,N/A,N/A,N/A,N/A
SCGD,2021,N/A,N/A,N/A,N/A
SCGD,2022,N/A,N/A,N/A,N/A
SCGD,2023,11,88,89,98.88
SCGD,2024,7,78,78,100.0
SCGD,2025,7,84,84,100.0
SCGD,2026,N/A,N/A,N/A,N/A
SCGP,2021,N/A,N/A,N/A,N/A
SCGP,2022,9,107,108,99.07
SCGP,2023,8,96,96,100.0
SCGP,2024,8,95,96,98.96
SCGP,2025,8,91,94,96.81
SCGP,2026,N/A,N/A,N/A,N/A
SCG,2021,N/A,N/A,N/A,N/A
SCG,2022,9,106,108,98.15
SCG,2023,9,106,108,98.15
SCG,2024,12,104,107,97.2
SCG,2025,9,106,108,98.15
SCG,2026,N/A,N/A,N/A,N/A
SCI,2021,N/A,N/A,N/A,N/A
SCI,2022,7,70,70,100.0
SCI,2023,7,65,65,100.0
SCI,2024,8,75,80,93.75
SCI,2025,7,65,65,100.0
SCI,2026,N/A,N/A,N/A,N/A
SCL,2021,N/A,N/A,N/A,N/A
SCL,2022,N/A,N/A,N/A,N/A
SCL,2023,6,40,42,95.24
SCL,2024,4,27,27,100.0
SCL,2025,4,28,28,100.0
SCL,2026,N/A,N/A,N/A,N/A
SCM,2021,N/A,N/A,N/A,N/A
SCM,2022,4,27,28,96.43
SCM,2023,5,35,35,100.0
SCM,2024,5,34,35,97.14
SCM,2025,7,70,71,98.59
SCM,2026,N/A,N/A,N/A,N/A
SCN,2021,N/A,N/A,N/A,N/A
SCN,2022,N/A,N/A,N/A,N/A
SCN,2023,8,80,80,100.0
SCN,2024,15,132,134,98.51
SCN,2025,10,95,96,98.96
SCN,2026,N/A,N/A,N/A,N/A
SCP,2021,N/A,N/A,N/A,N/A
SCP,2022,5,43,45,95.56
SCP,2023,5,44,45,97.78
SCP,2024,4,32,36,88.89
SCP,2025,N/A,N/A,N/A,N/A
SCP,2026,N/A,N/A,N/A,N/A
SC,2021,N/A,N/A,N/A,N/A
SC,2022,9,83,84,98.81
SC,2023,8,82,86,95.35
SC,2024,7,75,77,97.4
SC,2025,7,74,77,96.1
SC,2026,N/A,N/A,N/A,N/A
SDC,2021,N/A,N/A,N/A,N/A
SDC,2022,N/A,N/A,N/A,N/A
SDC,2023,8,52,53,98.11
SDC,2024,6,40,42,95.24
SDC,2025,5,35,35,100.0
SDC,2026,N/A,N/A,N/A,N/A
SE-ED,2021,N/A,N/A,N/A,N/A
SE-ED,2022,6,59,60,98.33
SE-ED,2023,6,58,60,96.67
SE-ED,2024,6,55,60,91.67
SE-ED,2025,7,62,70,88.57
SE-ED,2026,N/A,N/A,N/A,N/A
SEAFCO,2021,N/A,N/A,N/A,N/A
SEAFCO,2022,7,75,75,100.0
SEAFCO,2023,7,63,63,100.0
SEAFCO,2024,7,59,59,100.0
SEAFCO,2025,N/A,N/A,N/A,N/A
SEAFCO,2026,N/A,N/A,N/A,N/A
SEAOIL,2021,N/A,N/A,N/A,N/A
SEAOIL,2022,9,71,71,100.0
SEAOIL,2023,9,71,71,100.0
SEAOIL,2024,6,45,45,100.0
SEAOIL,2025,7,56,56,100.0
SEAOIL,2026,N/A,N/A,N/A,N/A
SECURE,2021,N/A,N/A,N/A,N/A
SECURE,2022,6,51,54,94.44
SECURE,2023,6,54,54,100.0
SECURE,2024,5,44,45,97.78
SECURE,2025,5,45,45,100.0
SECURE,2026,N/A,N/A,N/A,N/A
SELIC,2021,N/A,N/A,N/A,N/A
SELIC,2022,16,141,141,100.0
SELIC,2023,7,70,70,100.0
SELIC,2024,9,89,90,98.89
SELIC,2025,7,69,70,98.57
SELIC,2026,N/A,N/A,N/A,N/A
SENA,2021,N/A,N/A,N/A,N/A
SENA,2022,8,85,88,96.59
SENA,2023,5,55,55,100.0
SENA,2024,5,57,59,96.61
SENA,2025,5,59,60,98.33
SENA,2026,N/A,N/A,N/A,N/A
SENX,2021,N/A,N/A,N/A,N/A
SENX,2022,9,57,108,52.78
SENX,2023,6,37,54,68.52
SENX,2024,5,34,34,100.0
SENX,2025,5,35,35,100.0
SENX,2026,N/A,N/A,N/A,N/A
SE,2021,N/A,N/A,N/A,N/A
SE,2022,6,48,48,100.0
SE,2023,4,32,32,100.0
SE,2024,6,42,54,77.78
SE,2025,4,28,28,100.0
SE,2026,N/A,N/A,N/A,N/A
SFLEX,2021,N/A,N/A,N/A,N/A
SFLEX,2022,7,62,63,98.41
SFLEX,2023,5,45,45,100.0
SFLEX,2024,7,63,63,100.0
SFLEX,2025,5,45,45,100.0
SFLEX,2026,N/A,N/A,N/A,N/A
SFT,2021,N/A,N/A,N/A,N/A
SFT,2022,4,28,28,100.0
SFT,2023,4,28,28,100.0
SFT,2024,4,28,28,100.0
SFT,2025,4,28,28,100.0
SFT,2026,N/A,N/A,N/A,N/A
SGC,2021,N/A,N/A,N/A,N/A
SGC,2022,8,48,48,100.0
SGC,2023,13,85,85,100.0
SGC,2024,10,69,70,98.57
SGC,2025,9,62,63,98.41
SGC,2026,N/A,N/A,N/A,N/A
SGF,2021,N/A,N/A,N/A,N/A
SGF,2022,N/A,N/A,N/A,N/A
SGF,2023,12,82,84,97.62
SGF,2024,13,89,89,100.0
SGF,2025,13,89,89,100.0
SGF,2026,N/A,N/A,N/A,N/A
SGP,2021,N/A,N/A,N/A,N/A
SGP,2022,6,38,38,100.0
SGP,2023,4,32,32,100.0
SGP,2024,5,40,40,100.0
SGP,2025,4,32,32,100.0
SGP,2026,N/A,N/A,N/A,N/A
SHANG,2021,N/A,N/A,N/A,N/A
SHANG,2022,6,62,66,93.94
SHANG,2023,5,51,54,94.44
SHANG,2024,4,41,43,95.35
SHANG,2025,4,42,43,97.67
SHANG,2026,N/A,N/A,N/A,N/A
SHR,2021,N/A,N/A,N/A,N/A
SHR,2022,8,70,72,97.22
SHR,2023,8,71,72,98.61
SHR,2024,8,71,72,98.61
SHR,2025,5,50,52,96.15
SHR,2026,N/A,N/A,N/A,N/A
SIAM,2021,N/A,N/A,N/A,N/A
SIAM,2022,4,43,44,97.73
SIAM,2023,4,39,44,88.64
SIAM,2024,4,43,44,97.73
SIAM,2025,4,40,44,90.91
SIAM,2026,N/A,N/A,N/A,N/A
SICT,2021,N/A,N/A,N/A,N/A
SICT,2022,6,54,54,100.0
SICT,2023,7,57,57,100.0
SICT,2024,7,56,56,100.0
SICT,2025,7,51,51,100.0
SICT,2026,N/A,N/A,N/A,N/A
SIMAT,2021,N/A,N/A,N/A,N/A
SIMAT,2022,8,46,47,97.87
SIMAT,2023,7,35,35,100.0
SIMAT,2024,4,32,32,100.0
SIMAT,2025,5,38,40,95.0
SIMAT,2026,N/A,N/A,N/A,N/A
SINGER,2021,N/A,N/A,N/A,N/A
SINGER,2022,9,78,81,96.3
SINGER,2023,11,95,99,95.96
SINGER,2024,12,107,108,99.07
SINGER,2025,9,78,81,96.3
SINGER,2026,N/A,N/A,N/A,N/A
SINO,2021,N/A,N/A,N/A,N/A
SINO,2022,N/A,N/A,N/A,N/A
SINO,2023,7,70,70,100.0
SINO,2024,6,57,60,95.0
SINO,2025,8,78,80,97.5
SINO,2026,N/A,N/A,N/A,N/A
SIRI,2021,N/A,N/A,N/A,N/A
SIRI,2022,10,119,120,99.17
SIRI,2023,14,154,156,98.72
SIRI,2024,10,114,119,95.8
SIRI,2025,9,98,102,96.08
SIRI,2026,N/A,N/A,N/A,N/A
SISB,2021,N/A,N/A,N/A,N/A
SISB,2022,6,40,42,95.24
SISB,2023,9,62,63,98.41
SISB,2024,8,56,56,100.0
SISB,2025,5,39,39,100.0
SISB,2026,N/A,N/A,N/A,N/A
SIS,2021,N/A,N/A,N/A,N/A
SIS,2022,6,48,48,100.0
SIS,2023,9,72,72,100.0
SIS,2024,6,46,46,100.0
SIS,2025,6,46,48,95.83
SIS,2026,N/A,N/A,N/A,N/A
SITHAI,2021,N/A,N/A,N/A,N/A
SITHAI,2022,6,42,42,100.0
SITHAI,2023,7,49,49,100.0
SITHAI,2024,6,42,42,100.0
SITHAI,2025,7,53,54,98.15
SITHAI,2026,N/A,N/A,N/A,N/A
SJWD,2021,N/A,N/A,N/A,N/A
SJWD,2022,8,72,73,98.63
SJWD,2023,8,88,88,100.0
SJWD,2024,6,68,70,97.14
SJWD,2025,6,71,72,98.61
